GeneID	interaction.padj	earlySig	middleSig	lateSig	RegulationOnDS	CNV_SW	GWAS_min_pvalue	1k_min_pvalue
GRMZM2G041039	0.000387815	yes	no	no	others	noCNV	0.307875115	0.307875115
GRMZM2G041048	0.065750261	no	no	no	NA	noCNV	0.008147506	0.008147506
GRMZM2G041050	0.270899808	no	no	no	NA	noCNV	0.123394392	0.123394392
GRMZM2G041055	0.242787851	no	no	no	NA	noCNV	NA	NA
GRMZM2G041060	0.919720355	no	no	no	NA	noCNV	0.025616728	0.025616728
GRMZM2G041068	3.38E-09	no	yes	yes	others	noCNV	0.148420282	0.148420282
GRMZM2G041125	0.030824398	no	yes	yes	DownOnDS	noCNV	0.443522174	0.114737807
GRMZM2G041127	0.013085095	no	no	yes	others	noCNV	0.129865794	0.129865794
GRMZM2G041141	0.819725329	no	no	no	NA	noCNV	0.072166451	0.072166451
GRMZM2G041159	0.409301215	no	no	no	NA	noCNV	0.032243004	0.032243004
GRMZM2G041163	0.395702264	no	no	no	NA	noCNV	0.602594563	0.602594563
GRMZM2G041175	0.000667649	no	yes	yes	others	noCNV	0.205041824	0.205041824
GRMZM2G041181	0.240116287	no	no	no	NA	noCNV	0.234529868	0.234529868
GRMZM2G041223	0.115986535	no	no	no	NA	noCNV	0.02580589	0.02580589
GRMZM2G041231	0.891710437	no	no	no	NA	noCNV	0.069170383	0.069170383
GRMZM2G041235	0.25579251	no	no	no	NA	noCNV	0.05649217	0.05649217
GRMZM2G041238	0.205030782	no	no	no	NA	noCNV	0.01190404	0.01190404
GRMZM2G041258	0.056982513	no	no	no	NA	noCNV	0.225163511	0.225163511
GRMZM2G041262	0.025106701	no	no	no	UpOnDS	noCNV	0.242110651	0.242110651
GRMZM2G041269	0.185790405	no	no	no	NA	noCNV	0.013885824	0.013885824
GRMZM2G041275	0.672094901	no	no	no	NA	noCNV	0.061253252	0.061253252
GRMZM2G041310	0.032182235	no	yes	yes	DownOnDS	DownCNV/PAV	0.051953418	0.051953418
GRMZM2G041312	0.494096228	no	no	no	NA	noCNV	0.004312414	0.004312414
GRMZM2G041328	0.980601771	no	no	no	NA	noCNV	0.018706101	0.018706101
GRMZM2G041344	0.020166617	no	no	yes	others	noCNV	0.29377762	0.29377762
GRMZM2G041350	0.090750584	no	no	no	NA	noCNV	0.215600993	0.215600993
GRMZM2G041352	0.043668495	no	no	no	DownOnDS	noCNV	NA	NA
GRMZM2G041356	0.136029921	no	no	no	NA	noCNV	0.045623744	0.045623744
GRMZM2G041381	0.001229136	no	yes	no	DownOnDS	DownCNV/PAV	0.057697103	0.057697103
GRMZM2G041394	0.947789362	no	no	no	NA	noCNV	0.103664971	0.103664971
GRMZM2G041415	0.383965967	no	no	no	NA	noCNV	0.261566765	0.261566765
GRMZM2G041418	0.020524343	no	no	no	UpOnDS	noCNV	0.221708232	0.221708232
GRMZM2G041424	0.000130867	yes	yes	no	others	DownCNV/PAV	NA	NA
GRMZM2G041442	0.461371714	no	no	no	NA	noCNV	NA	0.031999591
GRMZM2G041454	1.99E-05	no	yes	no	others	noCNV	0.101033497	0.101033497
GRMZM2G041462	0.000752641	no	yes	no	UpOnDS	noCNV	0.01814806	0.001308665
GRMZM2G041463	0.003139291	no	no	no	others	noCNV	0.332090436	0.332090436
GRMZM2G041472	0.949625927	no	no	no	NA	noCNV	0.177451176	0.177451176
GRMZM2G041493	0.483420079	no	no	no	NA	noCNV	0.206780565	0.206780565
GRMZM2G041506	0.028251811	no	no	no	DownOnDS	noCNV	0.416844963	0.416844963
GRMZM2G041513	0.185950492	no	no	no	NA	DownCNV/PAV	0.850454357	0.850454357
GRMZM2G041518	0.786698907	no	no	no	NA	noCNV	0.010341665	0.010341665
GRMZM2G041527	0.143403264	no	no	no	NA	noCNV	0.057662823	0.057662823
GRMZM2G041544	0.836545714	no	no	no	NA	noCNV	NA	NA
GRMZM2G041549	0.646172749	no	no	no	NA	noCNV	0.056629522	0.056629522
GRMZM2G041561	0.992330434	no	no	no	NA	noCNV	0.055941098	0.055941098
GRMZM2G041613	0.43122307	no	no	no	NA	noCNV	0.025042183	0.025042183
GRMZM2G041633	0.05619057	no	no	no	NA	noCNV	0.04345519	0.04345519
GRMZM2G041636	0.195989576	no	no	no	NA	noCNV	0.544079934	0.084371515
GRMZM2G041642	0.809379266	no	no	no	NA	noCNV	0.110703096	0.056629522
GRMZM2G041645	0.015806899	no	no	no	DownOnDS	DownCNV/PAV	0.232156983	0.232156983
GRMZM2G041694	0.614200801	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G041697	4.57E-06	no	no	yes	UpOnDS	noCNV	0.051635818	0.051635818
GRMZM2G041699	0.038834206	no	yes	no	others	noCNV	0.265758806	0.265758806
GRMZM2G041701	0.404343009	no	no	no	NA	noCNV	0.088222243	0.088222243
GRMZM2G041714	0.734420643	no	no	no	NA	noCNV	0.08096137	0.08096137
GRMZM2G041729	2.46E-07	no	yes	yes	DownOnDS	noCNV	0.330605466	0.330605466
GRMZM2G041732	0.543613677	no	no	no	NA	noCNV	0.206152296	0.206152296
GRMZM2G041761	0.193727205	no	no	no	NA	noCNV	0.058631306	0.058631306
GRMZM2G041765	0.082154224	no	no	no	NA	noCNV	0.145969798	0.145969798
GRMZM2G041770	0.044467384	no	no	no	DownOnDS	noCNV	0.015826236	0.015826236
GRMZM2G041774	0.00276875	no	yes	no	others	noCNV	0.111027434	0.111027434
GRMZM2G041797	0.015546979	no	no	no	UpOnDS	noCNV	0.056896492	0.056896492
GRMZM2G041799	2.92E-09	no	no	yes	UpOnDS	noCNV	0.273864329	0.273864329
GRMZM2G041806	0.710576867	no	no	no	NA	noCNV	NA	NA
GRMZM2G041809	0.161207359	no	no	no	NA	noCNV	0.03440736	0.03440736
GRMZM2G041818	7.16E-09	no	no	no	UpOnDS	noCNV	0.042364142	0.042364142
GRMZM2G041822	0.682519229	no	no	no	NA	noCNV	0.038081781	0.038081781
GRMZM2G041831	0.972036572	no	no	no	NA	noCNV	0.090576685	0.090576685
GRMZM2G041842	0.324013784	no	no	no	NA	noCNV	0.057859951	0.057859951
GRMZM2G041847	0.684642159	no	no	no	NA	noCNV	0.009645641	0.009645641
GRMZM2G041866	1.54E-22	no	yes	no	DownOnDS	noCNV	0.259994483	0.259994483
GRMZM2G041876	0.435197787	no	no	no	NA	noCNV	0.245733651	0.245733651
GRMZM2G041878	0.435010384	no	no	no	NA	noCNV	0.070013823	0.070013823
GRMZM2G041881	0.02156185	no	no	no	DownOnDS	noCNV	0.231391374	0.231391374
GRMZM2G041885	0.764942603	no	no	no	NA	noCNV	0.290707411	0.290707411
GRMZM2G041899	0.452576349	no	no	no	NA	noCNV	0.070809397	0.070809397
GRMZM2G041930	1.89E-09	no	no	no	UpOnDS	noCNV	0.025541348	0.025541348
GRMZM2G041955	0.796684042	no	no	no	NA	noCNV	0.184909955	0.184909955
GRMZM2G041959	0.107445374	no	no	no	NA	noCNV	0.089821351	0.089821351
GRMZM2G041961	7.17E-06	no	no	yes	others	noCNV	0.455842625	0.455842625
GRMZM2G041980	0.044934109	no	no	no	DownOnDS	noCNV	0.166178321	0.166178321
GRMZM2G041989	0.055805884	no	no	no	NA	noCNV	0.00261562	0.00261562
GRMZM2G041991	0.160257467	no	no	no	NA	noCNV	0.108381078	0.108381078
GRMZM2G041994	0.285006744	no	no	no	NA	noCNV	0.238667339	0.238667339
GRMZM2G042006	0.757213354	no	no	no	NA	noCNV	0.782115713	0.782115713
GRMZM2G042008	0.324571245	no	no	no	NA	noCNV	0.014196135	0.014196135
GRMZM2G042027	0.775460926	no	no	no	NA	noCNV	0.146631198	0.146631198
GRMZM2G042032	0.973803381	no	no	no	NA	noCNV	0.003494224	0.003494224
GRMZM2G042036	0.555424362	no	no	no	NA	noCNV	0.062589047	0.062589047
GRMZM2G042040	0.000353001	no	no	yes	DownOnDS	noCNV	0.268812351	0.268812351
GRMZM2G042047	0.579351449	no	no	no	NA	noCNV	0.033345977	0.033345977
GRMZM2G042055	0.195344558	no	no	no	NA	noCNV	0.00371454	0.00371454
GRMZM2G042061	0.275975396	no	no	no	NA	noCNV	0.097711748	0.097711748
GRMZM2G042074	0.360283185	no	no	no	NA	noCNV	0.106178432	0.106178432
GRMZM2G042078	0.171974395	no	no	no	NA	noCNV	0.005193136	0.005193136
GRMZM2G042080	0.318225959	no	no	no	NA	noCNV	0.023104179	0.023104179
GRMZM2G042084	0.420484469	no	no	no	NA	noCNV	0.609209135	0.145969798
GRMZM2G042089	0.169916412	no	no	no	NA	noCNV	0.033893264	0.033893264
GRMZM2G042099	0.4016504	no	no	no	NA	noCNV	0.05467033	0.05467033
GRMZM2G042101	0.320956514	no	no	no	NA	noCNV	0.3202905	0.21016902
GRMZM2G042107	0.001117897	no	no	yes	others	noCNV	0.565616301	0.565616301
GRMZM2G042118	0.539089068	no	no	no	NA	noCNV	0.242519353	0.242519353
GRMZM2G042125	0.047487679	no	no	no	others	noCNV	NA	0.874459402
GRMZM2G042127	2.19E-11	no	no	no	DownOnDS	noCNV	0.348776362	0.348776362
GRMZM2G042136	0.795415934	no	no	no	NA	noCNV	0.06703065	0.06703065
GRMZM2G042146	3.41E-09	no	yes	no	DownOnDS	noCNV	0.016657803	0.016657803
GRMZM2G042154	0.138020919	no	no	no	NA	noCNV	NA	0.663271161
GRMZM2G042164	0.161106869	no	no	no	NA	noCNV	0.00709982	0.00709982
GRMZM2G042171	0.186297269	no	no	no	NA	noCNV	0.138738473	0.138738473
GRMZM2G042173	0.001751242	no	no	yes	UpOnDS	noCNV	0.028118162	0.028118162
GRMZM2G042179	0.272141499	no	no	no	NA	noCNV	0.075931664	0.075931664
GRMZM2G042181	2.31E-29	no	yes	yes	DownOnDS	DownCNV/PAV	0.152725653	0.152725653
GRMZM2G042195	1.33E-12	no	no	yes	UpOnDS	noCNV	0.001563555	0.001563555
GRMZM2G042198	0.420587849	no	no	no	NA	noCNV	0.234932305	0.234932305
GRMZM2G042208	0.05685304	no	no	no	NA	noCNV	0.020756619	0.020756619
GRMZM2G042218	0.442000941	no	no	no	NA	noCNV	0.557968673	0.557968673
GRMZM2G042231	0.00104024	no	no	no	UpOnDS	noCNV	0.42142274	0.42142274
GRMZM2G042245	0.056743292	no	no	no	NA	noCNV	0.134549279	0.134549279
GRMZM2G042250	0.000176636	no	no	no	DownOnDS	noCNV	0.201292224	0.201292224
GRMZM2G042253	0.29280077	no	no	no	NA	noCNV	NA	NA
GRMZM2G042278	0.017753691	no	no	no	UpOnDS	noCNV	0.203143312	0.134549279
GRMZM2G042295	0.86815845	no	no	no	NA	noCNV	0.049418404	0.049418404
GRMZM2G042313	0.000282258	no	no	no	DownOnDS	noCNV	0.038387646	0.038387646
GRMZM2G042323	0.122323246	no	no	no	NA	noCNV	0.749869745	0.321657269
GRMZM2G042343	0.049865396	no	no	no	UpOnDS	noCNV	0.024849719	0.024849719
GRMZM2G042347	0.00020606	no	yes	no	UpOnDS	noCNV	NA	0.612882465
GRMZM2G042356	6.22E-08	no	no	no	DownOnDS	noCNV	0.091090882	0.091090882
GRMZM2G042364	0.001336599	no	no	no	others	noCNV	NA	0.151947516
GRMZM2G042371	9.51E-06	no	no	no	UpOnDS	noCNV	0.050210349	0.050210349
GRMZM2G042380	0.086296701	no	no	no	NA	noCNV	0.155332581	0.155332581
GRMZM2G042398	5.08E-05	no	no	no	UpOnDS	noCNV	0.005513813	0.005513813
GRMZM2G042407	0.775460926	no	no	no	NA	noCNV	0.113347099	0.113347099
GRMZM2G042412	0.222988457	no	no	no	NA	noCNV	0.034604765	0.034604765
GRMZM2G042421	0.972726441	no	no	no	NA	noCNV	0.000950212	0.000950212
GRMZM2G042429	0.859267086	no	no	no	NA	noCNV	0.235487424	0.220819947
GRMZM2G042438	9.52E-05	no	no	no	UpOnDS	noCNV	NA	0.73568276
GRMZM2G042442	0.440728434	no	no	no	NA	noCNV	0.383547995	0.383547995
GRMZM2G042443	0.01255105	no	no	yes	UpOnDS	noCNV	0.010667845	0.010667845
GRMZM2G042477	0.751929489	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G042492	0.000454538	no	no	yes	DownOnDS	noCNV	0.095053138	0.095053138
GRMZM2G042494	7.81E-09	no	yes	yes	others	noCNV	0.902925606	0.902925606
GRMZM2G042502	0.000108982	no	yes	no	DownOnDS	noCNV	0.062389663	0.062389663
GRMZM2G042516	0.606442705	no	no	no	NA	noCNV	0.235644499	0.235644499
GRMZM2G042538	0.303925081	no	no	no	NA	noCNV	NA	0.602312816
GRMZM2G042539	0.240085324	no	no	no	NA	noCNV	0.460595933	0.056239905
GRMZM2G042548	0.364336321	no	no	no	NA	noCNV	NA	NA
GRMZM2G042552	0.812173156	no	no	no	NA	DownCNV/PAV	0.031425428	0.031425428
GRMZM2G042582	0.115539922	no	no	no	NA	noCNV	0.347903428	0.347903428
GRMZM2G042592	0.582124817	no	no	no	NA	noCNV	0.080119288	0.080119288
GRMZM2G042593	0.170945212	no	no	no	NA	noCNV	0.341384076	0.341384076
GRMZM2G042598	0.292338286	no	no	no	NA	noCNV	0.443422754	0.443422754
GRMZM2G042599	0.774568242	no	no	no	NA	noCNV	0.249482777	0.249482777
GRMZM2G042602	0.138369135	no	no	no	NA	noCNV	0.1107318	0.1107318
GRMZM2G042604	0.304877188	no	no	no	NA	noCNV	0.006345081	0.006345081
GRMZM2G042607	0.148729848	no	no	no	NA	noCNV	0.701655327	0.701655327
GRMZM2G042612	0.000616767	no	no	yes	others	noCNV	0.060001707	0.060001707
GRMZM2G042615	5.16E-07	no	no	yes	UpOnDS	noCNV	0.084465785	0.084465785
GRMZM2G042623	0.464818572	no	no	no	NA	noCNV	0.331726566	0.302940875
GRMZM2G042627	0.504280631	no	no	no	NA	noCNV	0.069074095	0.069074095
GRMZM2G042636	9.25E-11	no	yes	no	DownOnDS	noCNV	0.087771069	0.087771069
GRMZM2G042639	0.015660155	no	yes	no	DownOnDS	noCNV	0.025395465	0.025395465
GRMZM2G042660	0.01242541	no	no	no	DownOnDS	noCNV	0.312506447	0.312506447
GRMZM2G042664	0.559753495	no	no	no	NA	noCNV	0.009789361	0.009789361
GRMZM2G042666	0.712741113	no	no	no	NA	DownCNV/PAV	0.051994585	0.051994585
GRMZM2G042677	0.917575498	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G042683	0.430064812	no	no	no	NA	noCNV	0.033733977	0.033733977
GRMZM2G042692	0.492502246	no	no	no	NA	noCNV	0.196257747	0.196257747
GRMZM2G042704	0.008791731	no	no	no	UpOnDS	noCNV	0.003934077	0.003934077
GRMZM2G042712	0.928967162	no	no	no	NA	noCNV	0.174121457	0.064038365
GRMZM2G042733	0.362643091	no	no	no	NA	noCNV	NA	NA
GRMZM2G042741	0.917505402	no	no	no	NA	noCNV	0.057362836	0.057362836
GRMZM2G042752	0.965471276	no	no	no	NA	noCNV	0.024711491	0.024711491
GRMZM2G042754	0.038070891	no	yes	no	DownOnDS	noCNV	0.09242108	0.09242108
GRMZM2G042756	0.065775123	no	no	no	NA	noCNV	0.039970296	0.039970296
GRMZM2G042758	1.93E-05	no	no	yes	DownOnDS	noCNV	0.053797037	0.053797037
GRMZM2G042765	0.716910982	no	no	no	NA	noCNV	NA	0.111332152
GRMZM2G042789	4.49E-09	no	yes	yes	DownOnDS	noCNV	0.302940875	0.302940875
GRMZM2G042797	0.463166735	no	no	no	NA	noCNV	0.045878679	0.045878679
GRMZM2G042806	0.790077067	no	no	no	NA	noCNV	0.058225393	0.058225393
GRMZM2G042807	0.005477602	no	no	no	UpOnDS	noCNV	0.268544949	0.268544949
GRMZM2G042818	1.08E-10	no	no	no	DownOnDS	noCNV	0.011428561	0.011428561
GRMZM2G042838	5.22E-06	no	yes	no	others	DownCNV/PAV	0.02847913	0.02847913
GRMZM2G042855	0.92273579	no	no	no	NA	DownCNV/PAV	0.149955654	0.149955654
GRMZM2G042865	0.002721768	no	no	no	DownOnDS	noCNV	0.431195833	0.431195833
GRMZM2G042867	0.817191376	no	no	no	NA	noCNV	0.011251181	0.011251181
GRMZM2G042870	1.05E-12	no	no	no	DownOnDS	noCNV	0.226384899	0.226384899
GRMZM2G042881	0.902874432	no	no	no	NA	noCNV	0.055420597	0.055420597
GRMZM2G042889	0.517754324	no	no	no	NA	noCNV	0.220174302	0.220174302
GRMZM2G042893	0.298718756	no	no	no	NA	noCNV	0.012746423	0.012746423
GRMZM2G042895	2.88E-15	yes	yes	yes	others	noCNV	0.101305813	0.101305813
GRMZM2G042897	0.514280142	no	no	no	NA	noCNV	0.035711834	0.035711834
GRMZM2G042920	0.922370053	no	no	no	NA	noCNV	0.005320049	0.005320049
GRMZM2G042933	0.030061466	no	yes	no	others	noCNV	0.014886992	0.014886992
GRMZM2G042981	0.636321034	no	no	no	NA	noCNV	0.076204588	0.076204588
GRMZM2G042992	0.098300604	no	no	no	NA	noCNV	0.070837779	0.070837779
GRMZM2G042995	1.22E-05	no	no	no	UpOnDS	noCNV	0.438408706	0.438408706
GRMZM2G043027	0.321953491	no	no	no	NA	noCNV	NA	NA
GRMZM2G043030	0.52472382	no	no	no	NA	noCNV	0.281667615	0.281667615
GRMZM2G043035	0.127223153	no	no	no	NA	noCNV	0.008165768	0.008165768
GRMZM2G043056	0.000207438	no	no	yes	UpOnDS	noCNV	0.363950962	0.363950962
GRMZM2G043069	0.386444725	no	no	no	NA	noCNV	NA	NA
GRMZM2G043075	0.201311159	no	no	no	NA	noCNV	0.087495342	0.087495342
GRMZM2G043095	0.002642317	no	no	yes	others	noCNV	0.189436654	0.189436654
GRMZM2G043109	0.084291852	no	no	no	NA	noCNV	0.253323447	0.253323447
GRMZM2G043117	0.929137542	no	no	no	NA	noCNV	0.103544726	0.103544726
GRMZM2G043119	0.796956744	no	no	no	NA	noCNV	0.107829359	0.107829359
GRMZM2G043127	0.715708937	no	no	no	NA	noCNV	0.039797718	0.039797718
GRMZM2G043141	0.224957307	no	no	no	NA	noCNV	0.015012313	0.015012313
GRMZM2G043147	2.00E-13	no	no	yes	UpOnDS	noCNV	0.033909286	0.033909286
GRMZM2G043150	0.786101494	no	no	no	NA	noCNV	0.216805062	0.120926018
GRMZM2G043154	0.043886864	no	yes	yes	others	noCNV	NA	0.072195831
GRMZM2G043162	0.107269978	no	no	no	NA	noCNV	NA	NA
GRMZM2G043174	0.569441323	no	no	no	NA	noCNV	0.521313352	0.521313352
GRMZM2G043182	0.461891147	no	no	no	NA	noCNV	0.124732731	0.124732731
GRMZM2G043183	0.71761389	no	no	no	NA	noCNV	0.525047305	0.525047305
GRMZM2G043191	0.409142394	no	no	no	NA	noCNV	0.181126488	0.181126488
GRMZM2G043193	0.033433004	no	no	no	others	noCNV	0.164336983	0.164336983
GRMZM2G043198	1.91E-05	no	yes	no	DownOnDS	noCNV	0.009321904	0.009321904
GRMZM2G043212	0.012200274	no	yes	yes	DownOnDS	noCNV	0.066685949	0.043111297
GRMZM2G043226	0.954875422	no	no	no	NA	noCNV	0.089995883	0.089995883
GRMZM2G043238	0.194467577	no	no	no	NA	noCNV	0.121257311	0.121257311
GRMZM2G043240	0.000113136	no	no	no	DownOnDS	noCNV	0.016316479	0.016316479
GRMZM2G043242	0.07890705	no	no	no	NA	noCNV	0.112984659	0.112984659
GRMZM2G043250	0.113838083	no	no	no	NA	noCNV	0.385104582	0.036095988
GRMZM2G043254	0.45982974	no	no	no	NA	noCNV	NA	NA
GRMZM2G043275	0.598929077	no	no	no	NA	noCNV	0.053979962	0.053979962
GRMZM2G043277	0.166362845	no	no	no	NA	noCNV	0.339702013	0.339702013
GRMZM2G043279	0.16123385	no	no	no	NA	DownCNV/PAV	0.079780896	0.05938205
GRMZM2G043291	8.39E-07	no	no	no	others	noCNV	0.006259557	0.006259557
GRMZM2G043295	0.192765013	no	no	no	NA	noCNV	0.050326217	0.050326217
GRMZM2G043300	0.000115196	no	no	yes	DownOnDS	DownCNV/PAV	0.49255413	0.49255413
GRMZM2G043301	0.115504379	no	no	no	NA	noCNV	0.313291778	0.313291778
GRMZM2G043310	0.003060941	no	no	no	UpOnDS	noCNV	0.111406665	0.111406665
GRMZM2G043331	0.823036423	no	no	no	NA	noCNV	0.421807541	0.421807541
GRMZM2G043336	0.134134682	no	no	no	NA	noCNV	NA	NA
GRMZM2G043338	1.07E-05	no	yes	no	UpOnDS	noCNV	0.052061187	0.052061187
GRMZM2G043346	0.388004404	no	no	no	NA	noCNV	0.042235557	0.042235557
GRMZM2G043348	0.315314708	no	no	no	NA	noCNV	0.024604234	0.022121341
GRMZM2G043350	0.363986559	no	no	no	NA	noCNV	0.035452548	0.035452548
GRMZM2G043383	0.735945244	no	no	no	NA	noCNV	0.00928542	0.002531154
GRMZM2G043396	5.60E-05	no	yes	no	others	noCNV	0.004145026	0.004145026
GRMZM2G043414	0.383965967	no	no	no	NA	noCNV	0.027130964	0.027130964
GRMZM2G043415	0.442954503	no	no	no	NA	noCNV	0.344615797	0.208537137
GRMZM2G043435	1.10E-11	no	no	no	DownOnDS	noCNV	0.119384782	0.119384782
GRMZM2G043445	0.872401305	no	no	no	NA	noCNV	0.175480507	0.175480507
GRMZM2G043453	0.299361023	no	no	no	NA	noCNV	0.090819885	0.090819885
GRMZM2G043456	0.897864298	no	no	no	NA	noCNV	0.079130639	0.079130639
GRMZM2G043464	0.156146763	no	no	no	NA	noCNV	0.111885583	0.043111297
GRMZM2G043470	0.791150056	no	no	no	NA	DownCNV/PAV	0.077593689	0.077593689
GRMZM2G043484	0.012746547	no	no	yes	UpOnDS	noCNV	0.467554243	0.467554243
GRMZM2G043489	0.032599007	no	no	no	DownOnDS	noCNV	0.017747475	0.017747475
GRMZM2G043493	3.82E-17	no	yes	yes	DownOnDS	noCNV	0.076841821	0.076841821
GRMZM2G043498	0.420587849	no	no	no	NA	noCNV	NA	NA
GRMZM2G043500	0.111128479	no	no	no	NA	noCNV	0.037724295	0.037724295
GRMZM2G043501	0.168517169	no	no	no	NA	noCNV	0.034727467	0.007551939
GRMZM2G043509	0.990766288	no	no	no	NA	noCNV	NA	NA
GRMZM2G043530	0.880249433	no	no	no	NA	noCNV	0.208537137	0.208537137
GRMZM2G043579	0.198239696	no	no	no	NA	noCNV	0.244698339	0.244698339
GRMZM2G043584	0.095095983	no	no	no	NA	noCNV	0.018274896	0.018274896
GRMZM2G043602	0.186622993	no	no	no	NA	noCNV	0.011020709	0.011020709
GRMZM2G043605	0.546252977	no	no	no	NA	noCNV	0.34446029	0.34446029
GRMZM2G043632	0.127842053	no	no	no	NA	noCNV	0.032489614	0.032489614
GRMZM2G043663	1.82E-09	no	no	yes	DownOnDS	noCNV	NA	NA
GRMZM2G043695	0.624619253	no	no	no	NA	noCNV	0.44749448	0.44749448
GRMZM2G043724	0.531518729	no	no	no	NA	noCNV	0.052911271	0.052911271
GRMZM2G043737	0.872339917	no	no	no	NA	noCNV	0.136875202	0.136875202
GRMZM2G043749	0.521974346	no	no	no	NA	noCNV	0.119158887	0.119158887
GRMZM2G043764	0.666543037	no	no	no	NA	noCNV	0.022942816	0.022942816
GRMZM2G043776	0.309899559	no	no	no	NA	noCNV	0.01164392	0.01164392
GRMZM2G043782	0.808143619	no	no	no	NA	noCNV	0.387676305	0.387676305
GRMZM2G043783	1.25E-05	no	no	yes	UpOnDS	noCNV	0.150696338	0.150696338
GRMZM2G043799	0.028912904	no	no	no	DownOnDS	noCNV	0.062110941	0.062110941
GRMZM2G043813	0.787085927	no	no	no	NA	noCNV	0.007093113	0.007093113
GRMZM2G043819	0.854455876	no	no	no	NA	noCNV	0.555400257	0.555400257
GRMZM2G043822	0.001653696	no	yes	no	DownOnDS	noCNV	0.027495188	0.027495188
GRMZM2G043843	0.872162886	no	no	no	NA	noCNV	0.226595582	0.226595582
GRMZM2G043854	0.962874595	no	no	no	NA	DownCNV/PAV	0.763529555	0.763529555
GRMZM2G043855	0.518999261	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G043857	0.005937765	no	no	no	DownOnDS	noCNV	0.12228818	0.12228818
GRMZM2G043862	0.001609011	no	no	no	UpOnDS	noCNV	0.417120678	0.417120678
GRMZM2G043878	1.47E-05	no	yes	yes	others	noCNV	0.977243533	0.977243533
GRMZM2G043884	0.696051904	no	no	no	NA	noCNV	0.623517534	0.226595582
GRMZM2G043887	0.108147608	no	no	no	NA	noCNV	0.0214368	0.0214368
GRMZM2G043893	0.001697363	no	no	yes	others	noCNV	0.081349279	0.011020709
GRMZM2G043903	0.76777069	no	no	no	NA	noCNV	0.02536846	0.02536846
GRMZM2G043921	2.06E-07	no	yes	no	UpOnDS	noCNV	0.135301435	0.135301435
GRMZM2G043932	0.020718349	no	no	yes	others	noCNV	0.345690771	0.345690771
GRMZM2G043943	0.04667124	no	no	no	DownOnDS	noCNV	0.051792238	0.051792238
GRMZM2G043948	0.092557775	no	no	no	NA	noCNV	0.010739601	0.010739601
GRMZM2G043955	0.207648951	no	no	no	NA	noCNV	0.153876461	0.153876461
GRMZM2G043976	0.838419821	no	no	no	NA	DownCNV/PAV	0.965412586	0.715694727
GRMZM2G043980	0.41777392	no	no	no	NA	noCNV	0.017747274	0.017747274
GRMZM2G043983	0.526242943	no	no	no	NA	noCNV	0.192962422	0.192962422
GRMZM2G043992	0.00133965	no	no	no	DownOnDS	DownCNV/PAV	0.184273991	0.184273991
GRMZM2G043995	0.769191216	no	no	no	NA	noCNV	0.672110368	0.672110368
GRMZM2G043997	0.620369276	no	no	no	NA	noCNV	0.077956126	0.077956126
GRMZM2G044004	5.16E-07	no	yes	no	DownOnDS	noCNV	0.13854337	0.13854337
GRMZM2G044011	0.83666489	no	no	no	NA	noCNV	0.094578483	0.094578483
GRMZM2G044023	0.401644238	no	no	no	NA	noCNV	0.254572718	0.254572718
GRMZM2G044027	1.69E-25	no	yes	no	DownOnDS	noCNV	0.252179033	0.252179033
GRMZM2G044038	0.318004471	no	no	no	NA	noCNV	0.110630222	0.110630222
GRMZM2G044044	0.215747827	no	no	no	NA	noCNV	0.545654679	0.208453657
GRMZM2G044055	7.37E-05	no	no	no	DownOnDS	noCNV	0.014118152	0.014118152
GRMZM2G044060	0.199111423	no	no	no	NA	noCNV	0.05250979	0.05250979
GRMZM2G044070	0.771648764	no	no	no	NA	noCNV	0.210080204	0.210080204
GRMZM2G044074	0.130247838	no	no	no	NA	noCNV	0.016653769	0.016653769
GRMZM2G044077	0.361833936	no	no	no	NA	noCNV	0.194783254	0.194783254
GRMZM2G044092	3.35E-09	no	yes	no	DownOnDS	noCNV	0.009893732	0.009893732
GRMZM2G044096	0.252839946	no	no	no	NA	noCNV	0.352972696	0.352972696
GRMZM2G044100	0.02647682	no	no	no	DownOnDS	noCNV	0.021627972	0.021627972
GRMZM2G044104	0.504981677	no	no	no	NA	noCNV	0.073232774	0.011419478
GRMZM2G044107	2.09E-12	no	no	yes	DownOnDS	noCNV	0.069857875	0.069857875
GRMZM2G044126	0.002431702	no	no	no	UpOnDS	noCNV	0.219379119	0.219379119
GRMZM2G044128	0.613982352	no	no	no	NA	noCNV	0.003243591	0.003243591
GRMZM2G044137	0.148615727	no	no	no	NA	DownCNV/PAV	0.077364703	0.077364703
GRMZM2G044143	0.12639881	no	no	no	NA	noCNV	0.456342616	0.456342616
GRMZM2G044174	1.13E-15	no	yes	no	UpOnDS	noCNV	0.012161884	0.012161884
GRMZM2G044175	0.190574579	no	no	no	NA	noCNV	0.024095839	0.024095839
GRMZM2G044180	0.231409235	no	no	no	NA	DownCNV/PAV	0.32760824	0.32760824
GRMZM2G044194	0.000230703	no	yes	no	others	DownCNV/PAV	0.072696188	0.072696188
GRMZM2G044198	0.650078418	no	no	no	NA	noCNV	0.178554539	0.108083247
