GeneID	IDENTIFIER	BINCODE	NAME	Class	interaction.padj	DS3	DS4	DS5	DS6	DS7	DS8	DS9	DS10	DS11	DRW11	WW3	WW4	WW5	WW6	WW7	WW8	WW9	WW10	DAY3	DAY4	DAY5	DAY6	DAY7	DAY8	DAY9	DAY10
GRMZM2G051135	grmzm2g051135_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.367134184	25.5	10.5	14	11.5	12.5	16	15	19.5	49.5	48.5	8.5	17.5	11	10.5	18.5	11.5	7.5	17	1.584962501	-0.736965594	0.347923303	0.131244533	-0.565597176	0.476438044	1	0.197939378
GRMZM2G085199	grmzm2g085199_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.187994709	109	136	110	113.5	85	120.5	108.5	124.5	142	145.5	135	119	108.5	105	85.5	85	79.5	99.5	-0.308631272	0.192645078	0.019808481	0.11230297	-0.008461579	0.5034984	0.448668277	0.323377312
GRMZM2G162893	grmzm2g162893_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.414125321	58	161	160	133.5	97	102	73	87.5	98	119	88	134.5	121	90	66.5	74.5	67	69	-0.601450624	0.259454516	0.403064858	0.568842835	0.544630407	0.453256822	0.123735368	0.342686655
GRMZM2G150729	grmzm2g150729_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.500839035	44	48.5	46	41.5	102.5	142	111.5	139.5	267	78	76	35	43.5	38	68.5	85	116	109	-0.788495895	0.470629825	0.08061846	0.127111918	0.581448017	0.740356183	-0.057081095	0.355936987
GRMZM2G004732	grmzm2g004732_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.044863113	79	77	74.5	64.5	82	125.5	76.5	111.5	171.5	77	105	67.5	82	71	53	62	55	85	-0.410464769	0.189970944	-0.138383484	-0.138519864	0.62963155	1.017347244	0.476028129	0.391508964
GRMZM2G155762	grmzm2g155762_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.77719732	28	31.5	36	35.5	25.5	38	29.5	29	39	29.5	29.5	32	22	23	26.5	25.5	24.5	21.5	-0.075288127	-0.022720077	0.710493383	0.626185163	-0.055495113	0.575502171	0.267933205	0.43171624
GRMZM2G105494	grmzm2g105494_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.148714806	387	329	380	390	247.5	400	452.5	488	590.5	334	497.5	325.5	350	290	303	310.5	343.5	338	-0.362362959	0.015430041	0.118644496	0.427421224	-0.291889269	0.365406732	0.397607693	0.529857901
GRMZM2G072238	grmzm2g072238_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.016510586	364	349	379	311.5	351.5	390.5	384.5	486.5	450	318.5	515.5	354	374.5	326.5	289.5	287.5	276.5	327	-0.502033977	-0.020522324	0.01723213	-0.067850829	0.279961341	0.441760592	0.475704118	0.573149169
GRMZM2G002627	grmzm2g002627_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.524882236	53	62.5	104.5	129	64.5	73.5	69	104.5	133.5	111	72.5	83.5	82	91	83	78.5	90.5	58	-0.451988635	-0.417920008	0.349807127	0.503432615	-0.363812176	-0.094948404	-0.39132143	0.849378137
GRMZM2G155217	grmzm2g155217_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	6.15E-08	256.5	300.5	264	264	367.5	440.5	433	496.5	680.5	324.5	288	239.5	302.5	271.5	285	214	227	258	-0.167109986	0.327339335	-0.196397213	-0.040414268	0.366782331	1.041531223	0.931674727	0.944422652
GRMZM5G838853	grmzm5g838853_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.335690503	6.5	10.5	13.5	21.5	20.5	26.5	18	26	34	26	8	12	13	13.5	10.5	15.5	8.5	10	-0.299560282	-0.192645078	0.054447784	0.671377253	0.965234582	0.773724144	1.08246216	1.378511623
GRMZM2G460571	grmzm2g460571_t01	17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated	ETH	0.0000531	51	59	33	43.5	63	87.5	81.5	116	156.5	39.5	47	41	33	45	33.5	24	17	36.5	0.11783649	0.525091045	0	-0.0489096	0.911190733	1.866248611	2.261265313	1.668156436
GRMZM2G153359	grmzm2g153359_t01	17.6.1	hormone metabolism.gibberelin.synthesis-degradation	GA	0.639552344	13	13.5	12	9.5	16	8	6	4	5	5.5	8	13	16.5	7.5	8	8	7.5	12	0.700439718	0.054447784	-0.459431619	0.341036918	1	0	-0.321928095	-1.584962501
GRMZM2G177104	grmzm2g177104_t01	17.6.1	hormone metabolism.gibberelin.synthesis-degradation	GA	0.534352646	11	9.5	12.5	11.5	0.5	0.5	0.5	0.5	0	1	7.5	5	6	7	1.5	2.5	1	1	0.552541023	0.925999419	1.058893689	0.716207034	-1.584962501	-2.321928095	-1	-1
GRMZM2G175797	grmzm2g175797_t01	17.6.1	hormone metabolism.gibberelin.synthesis-degradation	GA	0.892137901	272	178	182	207.5	232.5	270.5	302.5	270.5	239.5	174	242	189.5	194	202	226.5	222	229.5	267	0.168599604	-0.090320607	-0.092118202	0.038756043	0.037719666	0.285068917	0.398440989	0.018788852
GRMZM2G044481	grmzm2g044481_t01	17.6.1.1	hormone metabolism.gibberelin.synthesis-degradation.copalyl diphosphate synthase	GA	0.113569703	19	18.5	30	23.5	19.5	13.5	22	14.5	9	24	14.5	26	52	47.5	37	33.5	80	249.5	0.389946518	-0.490986353	-0.793549123	-1.015266757	-0.924051147	-1.311201688	-1.862496476	-4.10491501
GRMZM2G081554	grmzm2g081554_t01	17.6.1.1	hormone metabolism.gibberelin.synthesis-degradation.copalyl diphosphate synthase	GA	0.981532815	94	111.5	108.5	98	67	74	57	75	56.5	138.5	101.5	137.5	115	90	77.5	89.5	58.5	87	-0.110747066	-0.302387908	-0.083938818	0.122856748	-0.210035215	-0.274362412	-0.037474705	-0.214124805
GRMZM2G068808	grmzm2g068808_t01	17.6.1.1	hormone metabolism.gibberelin.synthesis-degradation.copalyl diphosphate synthase	GA	0.042490861	286.5	338	301.5	319.5	358	366.5	342.5	504	747	348.5	341.5	300.5	273.5	308.5	228	288	293.5	306	-0.25335044	0.169658256	0.140617169	0.050545442	0.650925763	0.347744387	0.222743485	0.719892081
GRMZM2G368411	grmzm2g368411_t01	17.6.1.11	hormone metabolism.gibberelin.synthesis-degradation.GA20 oxidase	GA	0.000600175	67.5	198.5	66	26.5	40.5	40	23.5	8	33.5	89.5	142.5	182	120.5	75.5	73.5	66.5	49.5	66.5	-1.078002512	0.125200557	-0.868495217	-1.510484285	-0.859822342	-0.733354341	-1.074767768	-3.055282436
GRMZM2G049418	grmzm2g049418_t01	17.6.1.11	hormone metabolism.gibberelin.synthesis-degradation.GA20 oxidase	GA	0.656855159	12.5	27	16	8.5	8	10.5	9.5	3	10.5	14	40	24.5	22.5	21	16.5	23	19	16	-1.678071905	0.140177658	-0.491853096	-1.304854582	-1.044394119	-1.131244533	-1	-2.415037499
GRMZM2G002704	grmzm2g002704_t02	17.6.1.11	hormone metabolism.gibberelin.synthesis-degradation.GA20 oxidase	GA	0.000329058	67	129.5	132	83.5	101.5	118.5	97.5	170.5	125	94	71	92.5	103.5	51	187.5	253	345.5	199	-0.083657929	0.485426827	0.350907162	0.711278951	-0.885410868	-1.094250326	-1.825211587	-0.222996692
AC203966.5_FG005	ac203966.5_fgt005	17.6.1.11	hormone metabolism.gibberelin.synthesis-degradation.GA20 oxidase	GA	0.018587427	163	309.5	149	107.5	245.5	333.5	187	209	242	194	267.5	263	186.5	132	141.5	176	140	151.5	-0.714666927	0.23487661	-0.3238633	-0.29620127	0.794920971	0.922111333	0.417611443	0.464185149
GRMZM2G060940	grmzm2g060940_t01	17.6.1.11	hormone metabolism.gibberelin.synthesis-degradation.GA20 oxidase	GA	0.000190398	36	74	49.5	50	235.5	398	741.5	1132.5	343	112	50	62.5	57	113	252	202.5	445.5	440.5	-0.473931188	0.243669081	-0.203533394	-1.176322773	-0.097696674	0.974846523	0.735021261	1.362297126
GRMZM2G036340	grmzm2g036340_t01	17.6.1.12	hormone metabolism.gibberelin.synthesis-degradation.GA3 oxidase	GA	0.12122057	45	124.5	110.5	68.5	42	22.5	26.5	21	21	81.5	80.5	147.5	108	83	87.5	91.5	81	56	-0.839063782	-0.244569212	0.033015057	-0.277007348	-1.058893689	-2.023846742	-1.611929548	-1.415037499
GRMZM2G078798	grmzm2g078798_t01	17.6.1.13	hormone metabolism.gibberelin.synthesis-degradation.GA2 oxidase	GA	0.00000184	40	62	65.5	63	50	47	24.5	14.5	24	64	38.5	49	57	60	48	63	57	66	0.055141554	0.339486466	0.200532987	0.070389328	0.058893689	-0.422691072	-1.21818017	-2.186413124
AC215639.3_FG002	ac215639.3_fgt002	17.6.1.13	hormone metabolism.gibberelin.synthesis-degradation.GA2 oxidase	GA	0.00580576	17	13	13.5	16.5	20.5	14.5	7	5	6.5	8	15.5	9	10.5	11.5	9.5	14	14.5	21.5	0.133266531	0.530514717	0.362570079	0.520832163	1.109624491	0.050626073	-1.050626073	-2.10433666
GRMZM2G152354	grmzm2g152354_t01	17.6.1.13	hormone metabolism.gibberelin.synthesis-degradation.GA2 oxidase	GA	0.795819618	80.5	144	113.5	72	74.5	83	64	44.5	72.5	107	104.5	178.5	182.5	129.5	88.5	102	127.5	103.5	-0.376442254	-0.309855263	-0.685204166	-0.846883286	-0.24843703	-0.297385911	-0.994353437	-1.217753527
GRMZM2G031432	grmzm2g031432_t01	17.6.1.13	hormone metabolism.gibberelin.synthesis-degradation.GA2 oxidase	GA	0.244029554	45	42	32.5	14.5	45	66.5	65.5	31	5	5.5	76.5	10.5	29.5	8	27	46	48.5	36.5	-0.765534746	2	0.139724764	0.857980995	0.736965594	0.531720479	0.433510159	-0.235628248
GRMZM2G031724	grmzm2g031724_t01	17.6.1.13	hormone metabolism.gibberelin.synthesis-degradation.GA2 oxidase	GA	0.988579196	125	180	172	104	144	90.5	139.5	178	89	99	158	158.5	139.5	142.5	178.5	119.5	200	167.5	-0.337996464	0.183514066	0.302143443	-0.454378391	-0.309855263	-0.401020921	-0.519734878	0.087716146
GRMZM2G006964	grmzm2g006964_t01	17.6.1.13	hormone metabolism.gibberelin.synthesis-degradation.GA2 oxidase	GA	0.048053657	53	7.5	28.5	24.5	19.5	3.5	9	11	0.5	9.5	126	14.5	36	17.5	25	23	15	9.5	-1.249359469	-0.9510904	-0.337034987	0.485426827	-0.358453971	-2.716207034	-0.736965594	0.211504105
GRMZM2G051619	grmzm2g051619_t01	17.6.1.13	hormone metabolism.gibberelin.synthesis-degradation.GA2 oxidase	GA	0.000474875	400.5	585	435.5	288.5	417	646.5	685.5	1098.5	740.5	40	532	262	659.5	360	436	239	462.5	443	-0.409624003	1.158869813	-0.598699941	-0.319425588	-0.064280751	1.435639752	0.5677033	1.310156266
GRMZM2G427618	grmzm2g427618_t01	17.6.1.13	hormone metabolism.gibberelin.synthesis-degradation.GA2 oxidase	GA	0.162446643	39.5	54.5	44.5	70.5	69	85	67	52	25.5	38	38.5	38.5	53	40.5	52.5	43.5	64.5	19	0.036994207	0.501397784	-0.252187024	0.79970135	0.394278939	0.96644744	0.054861935	1.452512205
GRMZM2G022679	grmzm2g022679_t01	17.6.1.13	hormone metabolism.gibberelin.synthesis-degradation.GA2 oxidase	GA	4.12E-17	126	77	69	48.5	591.5	620.5	638.5	858	220	45	165.5	106	83	74	247	181.5	282.5	303.5	-0.393407483	-0.461133914	-0.266514975	-0.609540523	1.259867127	1.773461662	1.176435752	1.499281131
GRMZM2G049538	grmzm2g049538_t02	17.6.1.2	hormone metabolism.gibberelin.synthesis-degradation.ent-kaurene synthase	GA	2.86E-19	617	1604.5	2460	2341	1913	1272.5	645.5	204.5	74	475.5	343	885.5	2628.5	2935.5	4382.5	3468.5	2507	3072	0.847061913	0.857559578	-0.095581419	-0.326481322	-1.195917217	-1.446646228	-1.957472996	-3.909005468
GRMZM2G161472	grmzm2g161472_t01	17.6.1.3	hormone metabolism.gibberelin.synthesis-degradation.ent-kaurene oxidase	GA	0.798691686	107	88	123.5	148	144.5	142	178	168.5	118	119	91	95.5	108.5	116.5	105	125.5	180.5	317	0.233672346	-0.117997209	0.186815999	0.345267221	0.460680165	0.178203566	-0.020121596	-0.911734249
GRMZM2G059308	grmzm2g059308_t01	17.6.1.3	hormone metabolism.gibberelin.synthesis-degradation.ent-kaurene oxidase	GA	0.007863655	449	382.5	454.5	547.5	396.5	497	524	531	590.5	339	370	270.5	303.5	318	311.5	395	357.5	272	0.279190174	0.499831154	0.582583778	0.783832199	0.348088703	0.331393198	0.55162357	0.96510521
GRMZM2G093195	grmzm2g093195_t01	17.6.1.4	hormone metabolism.gibberelin.synthesis-degradation.ent-kaurenoic acid hydroxylase/oxygenase	GA	0.219591183	582	736.5	517.5	345.5	293	374	315	339.5	491	499	865.5	783	713	726	479.5	444.5	331.5	400	-0.572514666	-0.088326782	-0.462343214	-1.071283838	-0.710630151	-0.249145149	-0.073657042	-0.236588426
GRMZM2G001426	grmzm2g001426_t01	17.6.2	hormone metabolism.gibberelin.signal transduction	GA	0.619494103	95	101	124	63.5	83	63	74	42.5	36.5	91.5	89	99	186.5	128	100.5	121	135.5	83	0.094122177	0.028854863	-0.58883551	-1.011315313	-0.27601226	-0.941583314	-0.872695676	-0.965648495
GRMZM2G023872	grmzm2g023872_t01	17.6.2	hormone metabolism.gibberelin.signal transduction	GA	0.071372262	9	23.5	12.5	5	11.5	15.5	14.5	20.5	24.5	15	15.5	48	29.5	65	24	27.5	19	35	-0.784271309	-1.030373649	-1.23878686	-3.700439718	-1.061400545	-0.827163403	-0.389946518	-0.771731012
GRMZM2G144744	grmzm2g144744_t01	17.6.2	hormone metabolism.gibberelin.signal transduction	GA	0.200142004	1724	2844	2553.5	2201	2030.5	1377.5	1225	1365.5	1747.5	2776.5	2006	2451.5	2628	2331	1422.5	1807	1644.5	1341.5	-0.218561832	0.214256703	-0.041489217	-0.082789859	0.513406375	-0.391544187	-0.424867259	0.02558226
GRMZM2G024973	grmzm2g024973_t01	17.6.2	hormone metabolism.gibberelin.signal transduction	GA	0.113398772	1386	1953	1318.5	1297	1164.5	1203.5	933.5	1262.5	2258	1210	1856	1558	1470	1453	782	1041	952.5	966	-0.421269453	0.325996716	-0.156918584	-0.163856223	0.574470127	0.209266073	-0.02906907	0.386188294
GRMZM2G357804	grmzm2g357804_t01	17.6.2	hormone metabolism.gibberelin.signal transduction	GA	0.213701838	475.5	454.5	423.5	568	536.5	496.5	622	710.5	787	563	424	468	419	446	448	451.5	451.5	451.5	0.165381076	-0.042228235	0.015411726	0.34884722	0.260079439	0.13706773	0.462188593	0.654108662
GRMZM2G173630	grmzm2g173630_t01	17.6.2	hormone metabolism.gibberelin.signal transduction	GA	0.000000255	1650.5	1353.5	1232	1214	2798	3629.5	3791.5	5700.5	8095	971	1809	969	1441.5	1613	1960	1715	2474.5	2059	-0.132289269	0.482126317	-0.226568581	-0.409978017	0.513542308	1.08156224	0.615631681	1.469144636
GRMZM2G016605	grmzm2g016605_t01	17.6.2	hormone metabolism.gibberelin.signal transduction	GA	5.66E-09	376	412.5	391.5	394.5	687	765.5	734	1275	1784	320	525	310	337	380.5	325.5	349.5	467.5	382.5	-0.481584761	0.412125904	0.216263716	0.052128847	1.077652556	1.131109922	0.650813698	1.736965594
GRMZM2G105364	grmzm2g105364_t01	17.6.3	hormone metabolism.gibberelin.induced-regulated-responsive-activated	GA	0.000000859	3011.5	2426	3062.5	3052.5	2011.5	1256.5	911	584	328	2671.5	3015.5	2287	2524.5	3285	2563.5	3070	2592.5	2043	-0.001914976	0.085123185	0.278712167	-0.105902075	-0.34984316	-1.288827984	-1.50882103	-1.80664893
GRMZM2G172596	grmzm2g172596_t01	17.6.3	hormone metabolism.gibberelin.induced-regulated-responsive-activated	GA	0.77397373	15	10.5	5.5	8	7	3.5	5.5	4	2.5	6.5	24.5	10	16.5	9	9	10.5	10.5	12	-0.707819249	0.070389328	-1.584962501	-0.169925001	-0.362570079	-1.584962501	-0.932885804	-1.584962501
GRMZM2G164090	grmzm2g164090_t01	17.6.3	hormone metabolism.gibberelin.induced-regulated-responsive-activated	GA	0.297444755	5	4.5	11.5	16.5	7.5	9.5	4	7.5	19	12.5	8	7	5	5.5	5	4.5	11.5	15.5	-0.678071905	-0.637429921	1.201633861	1.584962501	0.584962501	1.078002512	-1.523561956	-1.047305715
GRMZM2G166005	grmzm2g166005_t02	17.6.3	hormone metabolism.gibberelin.induced-regulated-responsive-activated	GA	0.890326919	12	10.5	14.5	11.5	9.5	9	15	8	9.5	8.5	9	13.5	12.5	5.5	11.5	7	11	9.5	0.415037499	-0.362570079	0.214124805	1.064130337	-0.275634443	0.362570079	0.447458977	-0.247927513
GRMZM2G062527	grmzm2g062527_t02	17.6.3	hormone metabolism.gibberelin.induced-regulated-responsive-activated	GA	0.770311405	372.5	400.5	394	378	324	277	265.5	208.5	168.5	191.5	367	342.5	320.5	378	323	336.5	353.5	225	0.021460363	0.225698255	0.297871273	0	0.004459648	-0.280720529	-0.412998354	-0.109877618
GRMZM2G107003	grmzm2g107003_t01	17.6.3	hormone metabolism.gibberelin.induced-regulated-responsive-activated	GA	0.076087755	357.5	1193.5	700.5	872	186	175.5	217.5	386.5	511	991	606	1437.5	694	874.5	631.5	988.5	789.5	303.5	-0.761374552	-0.26836339	0.013449388	-0.004130249	-1.763480113	-2.493769935	-1.859923865	0.348771898
GRMZM2G068202	grmzm2g068202_t01	17.6.3	hormone metabolism.gibberelin.induced-regulated-responsive-activated	GA	0.01582008	78.5	78.5	46.5	27.5	43	82	52.5	116	242.5	152.5	187.5	90	95.5	85	56	58.5	67	70	-1.256126036	-0.197232347	-1.038270017	-1.628031223	-0.381090167	0.487187285	-0.351843673	0.728697978
GRMZM2G077034	grmzm2g077034_t01	17.6.3	hormone metabolism.gibberelin.induced-regulated-responsive-activated	GA	0.0000166	169.5	339.5	255	336.5	211	189.5	201.5	423.5	758.5	374.5	238.5	297.5	175.5	199	227.5	323.5	271	169	-0.492703993	0.190521906	0.539026217	0.757838074	-0.108623546	-0.771567864	-0.427513013	1.325338723
GRMZM2G150688	grmzm2g150688_t01	17.6.3	hormone metabolism.gibberelin.induced-regulated-responsive-activated	GA	4.68E-10	120	422.5	194.5	613.5	1294	2625.5	3112	7085.5	16394.5	101.5	96.5	158.5	80	226	201.5	230.5	495.5	73	0.314433558	1.414468501	1.28169825	1.440740571	2.682985873	3.50975354	2.650885098	6.600829389
GRMZM5G822593	grmzm5g822593_t01	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	JA	0.0000473	329.5	329.5	305	132	483.5	237	127	135	169	246.5	443	348	435.5	344	521	465	756.5	905	-0.427028234	-0.078808841	-0.513863476	-1.381870635	-0.107767483	-0.972343657	-2.574511585	-2.744958385
GRMZM2G106748	grmzm2g106748_t01	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	JA	0.003142516	551	587	571.5	425	391.5	333	193.5	122	102	576.5	687	490.5	626.5	552	439.5	548.5	432	450.5	-0.31825778	0.259107367	-0.132561011	-0.377205426	-0.166850858	-0.719969443	-1.158697746	-1.884645958
GRMZM2G109056	grmzm2g109056_t01	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	JA	4.84E-12	299	766.5	932	658	669.5	529	240.5	276.5	261.5	588.5	424	630.5	1263.5	719.5	897	651.5	909.5	969.5	-0.50391878	0.281789421	-0.439023804	-0.128907103	-0.42202393	-0.300497456	-1.919036744	-1.809961418
GRMZM2G140170	grmzm2g140170_t01	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	JA	0.426136283	2	3.5	14	22	3.5	1	2.5	3	4	4.5	1	6	2.5	5.5	3	4	2.5	6	1	-0.777607579	2.485426827	2	0.222392421	-2	0	-1
GRMZM2G104843	grmzm2g104843_t01	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	JA	0.00000535	1126	1514	847.5	1192	1445.5	1601.5	1352.5	877	346.5	231.5	1949	341	1709	1231	1330.5	659.5	1671	1640	-0.791527263	2.150521561	-1.011867124	-0.046446526	0.119600098	1.279979234	-0.305083139	-0.903047067
GRMZM2G070092	grmzm2g070092_t01	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	JA	0.165306946	17.5	20.5	23	29	30	27	27	8.5	4	16	21	11.5	39.5	15	14.5	9.5	15	13	-0.263034406	0.833990049	-0.780218792	0.9510904	1.0489096	1.506959989	0.847996907	-0.612976877
GRMZM2G102760	grmzm2g102760_t01	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	JA	0.356746202	3290.5	4795.5	3620	3404.5	3888.5	2687	3346	3079	2659.5	2847	3534	3982.5	3280.5	3828	3968.5	3531	4959	4231.5	-0.102995218	0.268006883	0.142073976	-0.169147897	-0.029380067	-0.3940805	-0.56761178	-0.458707299
GRMZM2G015419	grmzm2g015419_t02	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	JA	0.355203105	95015.5	125741.5	98570	79236.5	73593	87923	75267	47918	52962	31581	103973.5	89230	68046	57929	57451.5	53017.5	52978	51624.5	-0.129981085	0.494860134	0.534638269	0.451879395	0.357223986	0.72977197	0.506624089	-0.107488209
GRMZM2G156861	grmzm2g156861_t01	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	JA	0.329603074	5948	10027	7802	4626	3532	2281.5	4811.5	2870	4343	1509	2752.5	3555.5	3607	1985	1899	1724	2025	2356.5	1.111662084	1.495765666	1.113044575	1.220626259	0.895245437	0.404222879	1.248564821	0.284405056
GRMZM2G117321	grmzm2g117321_t01	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	JA	0.519187926	17.5	21.5	18.5	23	22.5	26	15.5	25.5	17	24	23	14.5	20.5	19.5	19	18.5	22.5	15.5	-0.394278939	0.56828376	-0.148098639	0.238159737	0.243925583	0.490986353	-0.537656786	0.718229032
GRMZM2G040095	grmzm2g040095_t02	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	JA	0.099409363	14908.5	17800	15633.5	12956.5	10689	16619	12690.5	11584	15187.5	4696.5	17086	12744.5	10232	8502.5	6915.5	8079.5	5991	5245.5	-0.196679578	0.482002467	0.611552633	0.607717043	0.62822142	1.040495655	1.082880173	1.142981306
GRMZM2G017616	grmzm2g017616_t01	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	JA	0.027241356	412	601.5	613	571.5	715.5	921.5	848	1353.5	2277	498	411	500	570	494.5	390	537.5	552.5	562	0.003505944	0.266636643	0.104925155	0.208782977	0.875477643	0.777719411	0.6180898	1.268052852
GRMZM2G009479	grmzm2g009479_t01	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	JA	0.058400546	1407	1856.5	1913.5	1990	1390	1454.5	1389.5	2061.5	2977.5	1524	1460.5	1624.5	1593	1277.5	864	1291.5	1173.5	808.5	-0.05384003	0.192589572	0.264467634	0.63944514	0.685981665	0.171475653	0.243747993	1.350374782
GRMZM2G109130	grmzm2g109130_t01	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	JA	0.315472627	507.5	1066	1041	880	227	387	330	621.5	1197	286	615	788	462.5	415.5	253.5	274.5	182	197.5	-0.277178588	0.435939903	1.170444798	1.082655047	-0.15929345	0.495527417	0.858527574	1.653901738
GRMZM2G168404	grmzm2g168404_t01	17.7.1.3	hormone metabolism.jasmonate.synthesis-degradation.allene oxidase synthase	JA	0.372324564	52	113.5	132.5	118.5	23.5	10	3.5	7.5	13.5	189.5	106	172	93	104.5	79	113	139	26	-1.027480736	-0.599716267	0.510689738	0.181384117	-1.749191896	-3.498250868	-5.311586151	-1.793549123
GRMZM2G033098	grmzm2g033098_t01	17.7.1.3	hormone metabolism.jasmonate.synthesis-degradation.allene oxidase synthase	JA	0.055057748	869.5	1019.5	878	639.5	1109	1013.5	907	650	206.5	357.5	1218.5	515.5	1314	1005	1339	691	1240	1269.5	-0.486848318	0.983817443	-0.581672431	-0.652179237	-0.271896595	0.552588473	-0.451165665	-0.965748772
GRMZM2G376661	grmzm2g376661_t01	17.7.1.3	hormone metabolism.jasmonate.synthesis-degradation.allene oxidase synthase	JA	0.120419675	43.5	50.5	54	43.5	69.5	76.5	45	39	39	20.5	31.5	29.5	62	45	48.5	43	62	57	0.465663572	0.775568433	-0.199308808	-0.0489096	0.519028231	0.831123088	-0.462343214	-0.547487795
GRMZM2G067225	grmzm2g067225_t01	17.7.1.3	hormone metabolism.jasmonate.synthesis-degradation.allene oxidase synthase	JA	0.407017056	5722.5	7715.5	7551.5	5846	9006.5	5345	5278.5	5963	4545	2673.5	6188	4997.5	7205.5	5484	7139.5	3896.5	6067	7543.5	-0.112827639	0.626553086	0.0676647	0.092221258	0.33514353	0.456011132	-0.200855297	-0.339195717
GRMZM2G072653	grmzm2g072653_t01	17.7.1.3	hormone metabolism.jasmonate.synthesis-degradation.allene oxidase synthase	JA	0.991283812	14	13.5	14.5	15	12.5	12	14	9	15.5	12	15	14	13.5	9.5	10	15.5	13	7.5	-0.099535674	-0.05246742	0.103093493	0.658963082	0.321928095	-0.36923381	0.106915204	0.263034406
GRMZM2G002178	grmzm2g002178_t01	17.7.1.3	hormone metabolism.jasmonate.synthesis-degradation.allene oxidase synthase	JA	0.193050056	1221	1740	1255.5	1186	1317.5	1863	1579.5	2268	2391.5	416.5	1178.5	1232.5	939	863.5	995	1071	1173	1014.5	0.051111442	0.497499659	0.419064966	0.457835927	0.405034531	0.798669194	0.429264924	1.160651775
GRMZM2G077316	grmzm2g077316_t01	17.7.1.4	hormone metabolism.jasmonate.synthesis-degradation.allene oxidase cyclase	JA	0.823036423	1366	1496	1395.5	1029	899.5	1177	1135	1093.5	1548	940.5	1496	1413.5	1368.5	920.5	1362	1323.5	1211	1103.5	-0.131152692	0.081838292	0.02818669	0.160753356	-0.598531517	-0.169243874	-0.093506568	-0.013133409
GRMZM2G415793	grmzm2g415793_t01	17.7.1.4	hormone metabolism.jasmonate.synthesis-degradation.allene oxidase cyclase	JA	0.008642162	1014.5	833	909.5	756	1154	1775	1328	1517.5	1133	585	1235.5	644	1079	854.5	1103	908.5	898	903.5	-0.284326146	0.371255807	-0.246549322	-0.176694257	0.065210433	0.966260605	0.564467797	0.74810001
GRMZM2G156712	grmzm2g156712_t01	17.7.1.5	hormone metabolism.jasmonate.synthesis-degradation.12-Oxo-PDA-reductase	JA	0.00000772	20.5	31	33.5	27.5	93.5	41	28.5	11.5	3.5	35.5	40.5	50.5	63	37	203.5	97.5	112	279	-0.982297998	-0.704015172	-0.911190733	-0.428093652	-1.121990524	-1.249778309	-1.974464908	-4.600559356
GRMZM2G106303	grmzm2g106303_t01	17.7.1.5	hormone metabolism.jasmonate.synthesis-degradation.12-Oxo-PDA-reductase	JA	0.000146153	298	304	344	125.5	486	215	250.5	245.5	444.5	129	394	347	468	282.5	1406.5	579	1074	1862	-0.402883299	-0.190864339	-0.444099965	-1.170563503	-1.533081334	-1.429226688	-2.100111485	-2.923058143
GRMZM2G000236	grmzm2g000236_t01	17.7.1.5	hormone metabolism.jasmonate.synthesis-degradation.12-Oxo-PDA-reductase	JA	0.001295675	290.5	284	382	160.5	325	287	394.5	414.5	819.5	241	557	372	434	359	1191.5	705.5	1317	1476	-0.939139164	-0.389411692	-0.184122404	-1.161410547	-1.874267328	-1.297595346	-1.73915814	-1.832248715
