GeneID	Chromosome	Chromosome start	Type of variation	cor
AC191601.1_FG003	chr2	227416025	DownCNV/PAV	0.528574856
GRMZM2G513206	chr2	227572499	DownCNV/PAV	
GRMZM2G066902	chr2	227853271	DownCNV/PAV	0.913977949
GRMZM2G070444	chr2	227900413	DownCNV/PAV	0.531744204
AC148152.3_FG006	chr2	228224998	DownCNV/PAV	0.801651218
AC210976.4_FG017	chr2	228367474	DownCNV/PAV	0.680287356
GRMZM2G140665	chr2	228431971	DownCNV/PAV	
GRMZM2G115630	chr2	228447251	Both	0.643983943
GRMZM2G120449	chr2	228513213	DownCNV/PAV	0.641589841
GRMZM2G429184	chr2	228548429	DownCNV/PAV	
GRMZM2G429188	chr2	228555379	DownCNV/PAV	0.700235733
AC217293.3_FG005	chr2	228677171	DownCNV/PAV	0.824563804
AC217293.3_FG007	chr2	228698664	DownCNV/PAV	0.86032777
GRMZM2G144821	chr2	229473152	UpCNV	0.875587767
AC214602.3_FG012	chr2	229487789	DownCNV/PAV	0.833409725
GRMZM2G412981	chr2	229539298	DownCNV/PAV	0.491893021
GRMZM2G135002	chr2	229870021	DownCNV/PAV	0.531390454
GRMZM2G437445	chr2	229879895	DownCNV/PAV	0.488844627
GRMZM2G381809	chr2	229893484	DownCNV/PAV	
GRMZM2G082964	chr2	229937008	DownCNV/PAV	0.675048901
GRMZM2G082853	chr2	229959926	DownCNV/PAV	0.884318123
GRMZM2G381766	chr2	229997755	DownCNV/PAV	0.775095461
GRMZM2G412503	chr2	230162956	DownCNV/PAV	0.717964891
GRMZM2G156110	chr2	230242300	DownCNV/PAV	0.835091295
GRMZM2G322641	chr2	230411188	DownCNV/PAV	0.866630859
GRMZM2G176347	chr2	230618449	DownCNV/PAV	0.804778127
GRMZM2G028587	chr2	230897342	DownCNV/PAV	
GRMZM2G354123	chr2	231174280	UpCNV	0.762497901
GRMZM2G440932	chr2	231242357	DownCNV/PAV	
GRMZM2G311991	chr2	233759202	Both	
GRMZM2G452178	chr2	234053986	DownCNV/PAV	0.881149064
GRMZM2G007860	chr2	234271127	DownCNV/PAV	
GRMZM2G309503	chr2	234290432	DownCNV/PAV	
GRMZM2G094662	chr2	234360424	DownCNV/PAV	
GRMZM2G396357	chr2	234379729	DownCNV/PAV	0.60083482
GRMZM2G388201	chr3	1473400	DownCNV/PAV	
GRMZM2G087714	chr3	1474742	DownCNV/PAV	0.916087777
GRMZM2G083474	chr3	1961204	DownCNV/PAV	0.85081279
GRMZM2G083497	chr3	1964232	DownCNV/PAV	0.927813914
AC194022.3_FG014	chr3	2747167	DownCNV/PAV	0.714185465
GRMZM2G114044	chr3	2776444	DownCNV/PAV	0.778526523
GRMZM2G085176	chr3	3121956	DownCNV/PAV	0.881598869
GRMZM2G102811	chr3	3350371	DownCNV/PAV	
GRMZM2G400929	chr3	3385660	DownCNV/PAV	0.883249729
GRMZM2G338721	chr3	4519868	DownCNV/PAV	
GRMZM2G034963	chr3	4524506	DownCNV/PAV	0.686177726
GRMZM2G035008	chr3	4539257	DownCNV/PAV	0.719669834
GRMZM2G133168	chr3	4627424	DownCNV/PAV	0.735831692
GRMZM2G357124	chr3	4715235	DownCNV/PAV	0.858193258
GRMZM2G357129	chr3	4722736	DownCNV/PAV	0.855497989
GRMZM2G050890	chr3	5474815	DownCNV/PAV	0.920078972
GRMZM2G068322	chr3	5621376	DownCNV/PAV	0.838647206
GRMZM2G141665	chr3	6942011	DownCNV/PAV	0.883550901
GRMZM2G068778	chr3	7760276	DownCNV/PAV	
GRMZM2G131928	chr3	7915378	DownCNV/PAV	
GRMZM2G314927	chr3	8122199	DownCNV/PAV	0.643345169
GRMZM2G314934	chr3	8151327	UpCNV	0.909531909
GRMZM2G314954	chr3	8165551	DownCNV/PAV	0.499348434
GRMZM2G382427	chr3	8665888	DownCNV/PAV	
GRMZM2G084125	chr3	8683388	DownCNV/PAV	0.899456368
GRMZM2G417336	chr3	8711807	DownCNV/PAV	
GRMZM2G099461	chr3	8810573	DownCNV/PAV	0.856447323
GRMZM2G479038	chr3	10469462	DownCNV/PAV	0.858273286
GRMZM2G024551	chr3	10791769	DownCNV/PAV	0.839780611
GRMZM2G037505	chr3	11178006	DownCNV/PAV	0.864515398
GRMZM2G098335	chr3	11788049	DownCNV/PAV	0.847673271
GRMZM2G061057	chr3	11976788	UpCNV	
GRMZM2G414913	chr3	12253031	DownCNV/PAV	
GRMZM2G159100	chr3	13217315	DownCNV/PAV	
GRMZM2G016232	chr3	13711787	DownCNV/PAV	0.81455547
GRMZM2G701345	chr3	15207798	DownCNV/PAV	
GRMZM2G102047	chr3	15218354	UpCNV	0.83126023
GRMZM2G146708	chr3	15464404	DownCNV/PAV	
GRMZM2G364410	chr3	15493038	DownCNV/PAV	0.808857462
GRMZM2G701352	chr3	15550070	UpCNV	
GRMZM2G065471	chr3	15615254	DownCNV/PAV	0.773116929
GRMZM2G016720	chr3	15648659	DownCNV/PAV	0.669471488
GRMZM2G475732	chr3	15816211	DownCNV/PAV	0.781120106
GRMZM2G025817	chr3	16010797	DownCNV/PAV	0.743312827
GRMZM2G305834	chr3	16363960	DownCNV/PAV	0.706363785
GRMZM2G701355	chr3	16802661	DownCNV/PAV	0.475488713
AC219043.3_FG003	chr3	16934486	DownCNV/PAV	0.856351658
GRMZM2G701359	chr3	17940836	DownCNV/PAV	0.593474162
AC197230.3_FG001	chr3	18812988	DownCNV/PAV	0.601430584
GRMZM2G162680	chr3	18905650	Both	0.766687449
GRMZM2G161154	chr3	19559477	DownCNV/PAV	0.569472335
GRMZM2G112756	chr3	19920713	DownCNV/PAV	0.471036694
GRMZM2G701372	chr3	19963616	DownCNV/PAV	
GRMZM2G013884	chr3	20107273	DownCNV/PAV	0.832286788
GRMZM2G437100	chr3	20155653	DownCNV/PAV	0.849616097
GRMZM2G112172	chr3	20297440	DownCNV/PAV	0.625339293
GRMZM2G302002	chr3	20670614	DownCNV/PAV	0.627241509
GRMZM2G107211	chr3	20813004	DownCNV/PAV	0.726541501
GRMZM2G178769	chr3	20874359	UpCNV	0.761665712
GRMZM2G031004	chr3	20989896	DownCNV/PAV	0.903163416
GRMZM2G396007	chr3	21503660	DownCNV/PAV	
GRMZM2G337815	chr3	22214177	DownCNV/PAV	0.694112654
GRMZM2G032107	chr3	22216274	DownCNV/PAV	0.840710789
GRMZM2G112513	chr3	22266648	DownCNV/PAV	
AC194734.3_FG004	chr3	23175389	UpCNV	0.811575705
GRMZM2G114834	chr3	23550030	DownCNV/PAV	
GRMZM2G061758	chr3	24768597	DownCNV/PAV	0.842579292
GRMZM2G130864	chr3	25554425	DownCNV/PAV	0.782907855
GRMZM2G476699	chr3	25746331	DownCNV/PAV	0.865501951
GRMZM2G104829	chr3	25954142	DownCNV/PAV	0.835506485
GRMZM2G018664	chr3	27077080	UpCNV	
GRMZM2G076104	chr3	27981753	DownCNV/PAV	0.908951757
GRMZM2G480421	chr3	28282180	DownCNV/PAV	0.717341686
GRMZM2G367216	chr3	28995997	DownCNV/PAV	0.626580203
GRMZM2G112598	chr3	29257716	DownCNV/PAV	0.754766146
GRMZM2G163956	chr3	31145357	DownCNV/PAV	0.748060133
GRMZM2G464422	chr3	32118255	DownCNV/PAV	0.697775641
GRMZM2G401294	chr3	32180267	DownCNV/PAV	0.821709917
GRMZM2G401267	chr3	32210515	DownCNV/PAV	0.919297935
GRMZM2G451975	chr3	32390406	DownCNV/PAV	0.87352808
GRMZM2G470981	chr3	32452578	UpCNV	0.815687656
AC200904.3_FG003	chr3	32840360	DownCNV/PAV	0.886375244
GRMZM2G701415	chr3	32844585	DownCNV/PAV	
GRMZM2G134182	chr3	33432818	DownCNV/PAV	0.803443525
GRMZM2G108847	chr3	33520140	DownCNV/PAV	0.810090012
EF517601.1_FG007	chr3	34093502	DownCNV/PAV	0.689668432
EF517601.1_FG011	chr3	34171212	DownCNV/PAV	0.557256234
EF517601.1_FG014	chr3	34330850	DownCNV/PAV	0.559667804
GRMZM2G421742	chr3	35413269	DownCNV/PAV	0.686028075
GRMZM2G701420	chr3	35744796	DownCNV/PAV	0.784948033
GRMZM2G430115	chr3	38575718	DownCNV/PAV	
GRMZM2G479373	chr3	39635269	DownCNV/PAV	0.622229971
GRMZM2G063156	chr3	40116141	DownCNV/PAV	0.796679848
GRMZM2G089949	chr3	40191075	DownCNV/PAV	0.889620198
GRMZM2G416708	chr3	40964822	UpCNV	0.705176091
GRMZM2G391359	chr3	42757480	DownCNV/PAV	
GRMZM2G111731	chr3	43003613	DownCNV/PAV	0.853171682
GRMZM2G378872	chr3	43356306	DownCNV/PAV	0.722180061
GRMZM2G430929	chr3	43504564	DownCNV/PAV	0.660932791
GRMZM2G105085	chr3	43690296	DownCNV/PAV	0.771848632
AC213600.3_FG004	chr3	43982268	DownCNV/PAV	0.823905924
AC235537.1_FG002	chr3	44038143	DownCNV/PAV	
GRMZM2G131529	chr3	46172328	DownCNV/PAV	0.753061583
GRMZM2G432090	chr3	46172328	DownCNV/PAV	
GRMZM2G310465	chr3	46438161	DownCNV/PAV	0.621834503
AC191551.3_FG003	chr3	46672831	DownCNV/PAV	0.88811877
GRMZM2G154078	chr3	47641436	DownCNV/PAV	0.825705916
GRMZM2G038003	chr3	48747755	DownCNV/PAV	0.86188148
GRMZM2G413261	chr3	48848480	DownCNV/PAV	
GRMZM2G016351	chr3	48983297	DownCNV/PAV	0.803336524
GRMZM2G170120	chr3	50204743	DownCNV/PAV	0.923390312
GRMZM2G457909	chr3	50342497	UpCNV	0.884591576
AC199517.4_FG001	chr3	50610235	UpCNV	0.748971597
AC199517.4_FG006	chr3	50637967	UpCNV	0.671372462
GRMZM2G051153	chr3	54132005	DownCNV/PAV	0.87244503
GRMZM2G434506	chr3	55025603	DownCNV/PAV	0.812000055
GRMZM2G562970	chr3	55057672	DownCNV/PAV	0.705033759
GRMZM2G169382	chr3	55946355	DownCNV/PAV	0.880177869
GRMZM2G072890	chr3	56648039	DownCNV/PAV	0.816001699
AC207814.3_FG003	chr3	58206658	DownCNV/PAV	0.748369071
GRMZM2G360624	chr3	60322005	Both	
GRMZM2G701533	chr3	61347558	DownCNV/PAV	0.836759077
GRMZM2G701538	chr3	61777637	DownCNV/PAV	0.849713334
AC209243.2_FG002	chr3	64374017	DownCNV/PAV	
GRMZM2G360579	chr3	64420601	DownCNV/PAV	0.501027658
GRMZM2G314075	chr3	64905842	DownCNV/PAV	0.669660991
GRMZM2G701555	chr3	65160467	Both	0.625721063
GRMZM2G701564	chr3	71304099	DownCNV/PAV	
GRMZM2G082801	chr3	76768136	DownCNV/PAV	
GRMZM2G701581	chr3	80441870	DownCNV/PAV	0.663600639
GRMZM2G067988	chr3	82240535	DownCNV/PAV	
GRMZM2G701594	chr3	82455283	DownCNV/PAV	
GRMZM2G701596	chr3	82459872	DownCNV/PAV	0.392257893
GRMZM2G434597	chr3	83768730	UpCNV	
GRMZM2G701598	chr3	84613004	DownCNV/PAV	
GRMZM2G044503	chr3	84984746	DownCNV/PAV	0.617343067
GRMZM2G404025	chr3	85422693	UpCNV	0.023779496
GRMZM2G701600	chr3	85423936	Both	0.808226979
GRMZM2G539377	chr3	88010337	UpCNV	0.493980766
GRMZM2G083643	chr3	91313412	DownCNV/PAV	0.888013659
GRMZM2G701614	chr3	91477948	DownCNV/PAV	0.728629707
GRMZM2G042855	chr3	95931362	DownCNV/PAV	0.745620465
GRMZM2G156533	chr3	96560749	DownCNV/PAV	0.690715362
GRMZM2G067231	chr3	96669442	DownCNV/PAV	0.847831785
GRMZM2G701633	chr3	96711928	DownCNV/PAV	
GRMZM2G701635	chr3	96714231	DownCNV/PAV	
GRMZM2G435385	chr3	97741205	DownCNV/PAV	0.910526328
GRMZM2G053914	chr3	100778963	DownCNV/PAV	
GRMZM2G029537	chr3	102533763	DownCNV/PAV	
GRMZM2G477749	chr3	102674310	UpCNV	
GRMZM2G435756	chr3	105121560	DownCNV/PAV	0.69489987
GRMZM2G051919	chr3	106232359	DownCNV/PAV	
GRMZM2G038116	chr3	106578306	UpCNV	0.585371504
GRMZM2G110172	chr3	106586935	DownCNV/PAV	0.58329323
GRMZM2G129403	chr3	109020586	DownCNV/PAV	0.52226457
GRMZM2G468811	chr3	109378107	DownCNV/PAV	
GRMZM2G062080	chr3	109724478	DownCNV/PAV	0.667839737
GRMZM2G395549	chr3	109763568	DownCNV/PAV	0.697206305
GRMZM2G373936	chr3	109968386	DownCNV/PAV	0.746363478
AC219079.3_FG005	chr3	110738598	DownCNV/PAV	0.775908971
GRMZM2G353834	chr3	112595973	Both	0.745201617
GRMZM2G036976	chr3	115391038	DownCNV/PAV	
GRMZM2G018593	chr3	120911076	DownCNV/PAV	0.724331802
GRMZM2G701704	chr3	121748034	DownCNV/PAV	
GRMZM2G419363	chr3	122255421	DownCNV/PAV	0.530840314
AC210168.4_FG003	chr3	122708626	DownCNV/PAV	0.861297973
GRMZM2G016586	chr3	123151861	DownCNV/PAV	0.83099382
GRMZM2G701722	chr3	124190693	DownCNV/PAV	0.801622937
GRMZM2G169569	chr3	125572769	DownCNV/PAV	
GRMZM2G701733	chr3	125796103	DownCNV/PAV	0.792825266
GRMZM2G162119	chr3	126664286	DownCNV/PAV	0.570493547
GRMZM2G701738	chr3	127082025	DownCNV/PAV	0.705458227
GRMZM2G701746	chr3	128274119	DownCNV/PAV	0.72572083
GRMZM2G020423	chr3	128315855	DownCNV/PAV	0.893852092
GRMZM2G475899	chr3	128565096	DownCNV/PAV	0.855558441
GRMZM2G104523	chr3	128609766	DownCNV/PAV	0.71543068
GRMZM2G302279	chr3	128907392	DownCNV/PAV	0.864446665
GRMZM2G347655	chr3	129410974	DownCNV/PAV	
GRMZM2G114617	chr3	129599960	DownCNV/PAV	0.892200943
GRMZM2G433067	chr3	131160489	UpCNV	0.628878313
GRMZM2G487318	chr3	132124706	DownCNV/PAV	0.647747884
GRMZM2G092142	chr3	132356009	DownCNV/PAV	0.573561547
GRMZM2G701759	chr3	132576916	DownCNV/PAV	
GRMZM2G701764	chr3	133096349	DownCNV/PAV	0.788798362
GRMZM2G081016	chr3	133578741	DownCNV/PAV	0.608657067
GRMZM2G701767	chr3	134121112	DownCNV/PAV	0.676325091
GRMZM2G358076	chr3	134348987	UpCNV	0.729974106
AC194865.2_FG004	chr3	134634435	DownCNV/PAV	
AC190589.2_FG002	chr3	134772937	Both	
GRMZM2G027632	chr3	136034706	DownCNV/PAV	0.901734202
GRMZM2G010925	chr3	136999117	DownCNV/PAV	0.830123802
GRMZM2G306490	chr3	137722986	DownCNV/PAV	
GRMZM2G148144	chr3	138101959	DownCNV/PAV	0.681142935
GRMZM2G172248	chr3	139189338	Both	0.699380117
GRMZM2G041448	chr3	139270996	DownCNV/PAV	0.892212871
GRMZM2G010351	chr3	139802933	DownCNV/PAV	0.914175013
GRMZM2G701789	chr3	140762849	UpCNV	0.787554575
GRMZM2G701791	chr3	140769217	UpCNV	0.861492819
GRMZM2G122431	chr3	141372298	DownCNV/PAV	0.870356165
GRMZM2G071270	chr3	141980002	DownCNV/PAV	0.849675567
GRMZM2G065088	chr3	144976547	DownCNV/PAV	0.830730418
GRMZM2G028556	chr3	145618459	DownCNV/PAV	0.865514913
GRMZM2G347146	chr3	146907753	DownCNV/PAV	0.587832517
GRMZM2G380368	chr3	147010256	DownCNV/PAV	
GRMZM2G309534	chr3	149529766	DownCNV/PAV	0.659224878
GRMZM2G470731	chr3	149641592	DownCNV/PAV	
GRMZM2G416471	chr3	149804335	DownCNV/PAV	0.646567997
AC209381.3_FG002	chr3	149812047	DownCNV/PAV	0.664597329
GRMZM2G403680	chr3	150190306	DownCNV/PAV	0.837307071
GRMZM2G046074	chr3	150241519	DownCNV/PAV	
GRMZM2G473152	chr3	150577910	DownCNV/PAV	0.866384511
GRMZM2G126367	chr3	150817347	DownCNV/PAV	0.881374882
GRMZM2G316517	chr3	151817787	DownCNV/PAV	0.828381549
GRMZM2G583556	chr3	154041360	DownCNV/PAV	0.624100266
GRMZM2G003597	chr3	155786880	UpCNV	
GRMZM2G331522	chr3	156824105	DownCNV/PAV	0.408618653
GRMZM2G030504	chr3	158408598	DownCNV/PAV	0.257049206
AC197718.3_FG002	chr3	159005265	DownCNV/PAV	0.89194036
GRMZM2G701880	chr3	162027705	DownCNV/PAV	
GRMZM2G362897	chr3	162305216	DownCNV/PAV	0.669332961
GRMZM2G701883	chr3	163150010	DownCNV/PAV	
GRMZM2G004161	chr3	163415350	DownCNV/PAV	0.912487756
GRMZM2G075144	chr3	163926910	Both	
GRMZM2G444541	chr3	163944534	DownCNV/PAV	
GRMZM2G419328	chr3	164629327	DownCNV/PAV	0.895479172
GRMZM2G114873	chr3	164878756	DownCNV/PAV	0.850348474
GRMZM2G701895	chr3	165822330	UpCNV	0.663065739
GRMZM2G103849	chr3	165892367	DownCNV/PAV	
GRMZM2G457267	chr3	166122402	DownCNV/PAV	0.662313786
AC183514.3_FG006	chr3	166792109	DownCNV/PAV	0.807801679
GRMZM2G009462	chr3	166803848	UpCNV	0.84062638
GRMZM2G086845	chr3	166887669	DownCNV/PAV	0.920217224
GRMZM2G035123	chr3	167278805	DownCNV/PAV	
GRMZM2G701910	chr3	167342663	DownCNV/PAV	
GRMZM2G028252	chr3	167413428	DownCNV/PAV	0.835814957
AC210163.3_FG005	chr3	168094983	UpCNV	0.771002374
GRMZM2G080891	chr3	168399266	DownCNV/PAV	
GRMZM2G354711	chr3	169792694	DownCNV/PAV	0.719913948
GRMZM2G414601	chr3	170147884	DownCNV/PAV	0.636657344
GRMZM2G419852	chr3	171171429	DownCNV/PAV	0.562084272
GRMZM2G110085	chr3	171238123	DownCNV/PAV	0.407075235
GRMZM2G160838	chr3	171868832	DownCNV/PAV	0.856633324
GRMZM2G339699	chr3	172150690	UpCNV	0.789311508
GRMZM2G470454	chr3	172633862	DownCNV/PAV	0.607658011
GRMZM2G320360	chr3	173250297	DownCNV/PAV	0.564419881
GRMZM2G178244	chr3	174031679	DownCNV/PAV	0.924677081
GRMZM2G078314	chr3	174124142	DownCNV/PAV	0.86355311
GRMZM2G053284	chr3	174153085	DownCNV/PAV	0.905585148
GRMZM2G061289	chr3	174293948	DownCNV/PAV	0.82474356
AC211669.4_FG003	chr3	174306846	DownCNV/PAV	0.551344156
GRMZM2G074248	chr3	174557189	DownCNV/PAV	0.860038279
GRMZM2G434098	chr3	174587631	DownCNV/PAV	0.857117499
GRMZM2G099007	chr3	175616762	DownCNV/PAV	0.899613896
GRMZM2G141480	chr3	176521820	DownCNV/PAV	0.847540807
AC202921.3_FG004	chr3	176531167	DownCNV/PAV	0.677071998
GRMZM2G116063	chr3	176567163	DownCNV/PAV	0.877641749
AC226606.2_FG006	chr3	176581402	DownCNV/PAV	0.643700577
GRMZM2G456158	chr3	177605847	DownCNV/PAV	
GRMZM2G119322	chr3	177968738	DownCNV/PAV	0.852051046
GRMZM2G373685	chr3	178453002	DownCNV/PAV	0.785310096
GRMZM2G373652	chr3	178453265	Both	
GRMZM2G702006	chr3	178531597	UpCNV	0.599704135
GRMZM2G072780	chr3	178917380	DownCNV/PAV	
GRMZM2G072652	chr3	179170003	DownCNV/PAV	0.730144754
GRMZM2G179991	chr3	179968490	DownCNV/PAV	
GRMZM2G049893	chr3	180060544	UpCNV	0.624818817
GRMZM2G122280	chr3	181096035	DownCNV/PAV	0.928483566
GRMZM2G333726	chr3	181557027	UpCNV	0.693311838
GRMZM2G399218	chr3	182133587	DownCNV/PAV	0.832713294
GRMZM2G014979	chr3	182406035	DownCNV/PAV	0.673513083
GRMZM2G035726	chr3	182672624	DownCNV/PAV	0.843606901
GRMZM2G065290	chr3	183184562	DownCNV/PAV	0.827507233
GRMZM2G465771	chr3	183564500	DownCNV/PAV	0.852680987
GRMZM2G344630	chr3	184217196	DownCNV/PAV	0.863253993
GRMZM2G092474	chr3	185078716	DownCNV/PAV	0.890720412
GRMZM2G107417	chr3	185385559	DownCNV/PAV	0.521550638
GRMZM2G509961	chr3	186539053	DownCNV/PAV	
GRMZM2G047021	chr3	186577076	DownCNV/PAV	0.904923912
GRMZM2G302293	chr3	186798503	DownCNV/PAV	0.870279503
GRMZM2G070591	chr3	187460643	DownCNV/PAV	0.41073778
GRMZM2G070465	chr3	187467149	DownCNV/PAV	
GRMZM2G702070	chr3	187711122	DownCNV/PAV	0.820441776
AC233851.1_FG009	chr3	187712395	DownCNV/PAV	0.807572536
AC233851.1_FG012	chr3	187721122	DownCNV/PAV	
GRMZM2G085005	chr3	187901568	DownCNV/PAV	0.931145165
GRMZM2G702078	chr3	188059515	DownCNV/PAV	0.781980713
GRMZM2G116632	chr3	188233815	DownCNV/PAV	0.910553716
AC207767.2_FG001	chr3	190666299	UpCNV	0.86805175
GRMZM2G454081	chr3	192263681	DownCNV/PAV	0.911810063
GRMZM2G152451	chr3	192272003	DownCNV/PAV	0.809947241
GRMZM2G702115	chr3	193475229	DownCNV/PAV	0.892257969
GRMZM2G463157	chr3	193520309	DownCNV/PAV	0.522840672
GRMZM2G405722	chr3	194164052	DownCNV/PAV	
GRMZM2G022679	chr3	194264412	DownCNV/PAV	0.900149429
GRMZM2G069694	chr3	195464364	DownCNV/PAV	0.883151822
GRMZM2G314520	chr3	195585896	DownCNV/PAV	0.895829219
GRMZM2G010936	chr3	195623253	DownCNV/PAV	0.734602604
GRMZM2G043521	chr3	195920325	DownCNV/PAV	0.865744912
GRMZM2G004617	chr3	196094382	DownCNV/PAV	
GRMZM2G057067	chr3	197512789	DownCNV/PAV	0.918846443
GRMZM2G702135	chr3	197826963	DownCNV/PAV	0.682658983
GRMZM2G122072	chr3	198390347	DownCNV/PAV	0.742171507
GRMZM2G702140	chr3	198782260	DownCNV/PAV	0.857084859
GRMZM2G702144	chr3	199883979	Both	0.643973682
GRMZM2G014362	chr3	199932219	DownCNV/PAV	
AC213769.3_FG001	chr3	200434665	DownCNV/PAV	0.919994184
GRMZM2G315850	chr3	200770102	UpCNV	0.780758468
AC207628.4_FG010	chr3	201048158	DownCNV/PAV	0.891483262
GRMZM2G331723	chr3	202076097	DownCNV/PAV	0.670360002
GRMZM2G425629	chr3	202899959	DownCNV/PAV	0.884232579
GRMZM2G057283	chr3	203505681	DownCNV/PAV	0.927765285
GRMZM2G050596	chr3	204789711	DownCNV/PAV	0.77443648
GRMZM2G056388	chr3	205118872	DownCNV/PAV	0.789295092
GRMZM2G359076	chr3	205123122	DownCNV/PAV	0.802231478
GRMZM2G448710	chr3	205210341	DownCNV/PAV	0.860973867
GRMZM2G316223	chr3	205705330	UpCNV	0.710813502
GRMZM2G077375	chr3	206953485	DownCNV/PAV	0.824022658
AC229993.1_FG009	chr3	207356635	DownCNV/PAV	0.704823508
GRMZM2G423193	chr3	207435917	DownCNV/PAV	
AC184164.2_FG004	chr3	207754496	DownCNV/PAV	0.878993726
GRMZM2G075749	chr3	210265054	DownCNV/PAV	
GRMZM2G702207	chr3	210617175	UpCNV	
GRMZM2G702221	chr3	212032992	DownCNV/PAV	
GRMZM2G150260	chr3	214653942	DownCNV/PAV	0.775005528
GRMZM2G130354	chr3	214894500	DownCNV/PAV	0.837669829
GRMZM2G369834	chr3	215261446	DownCNV/PAV	0.584032771
GRMZM2G147774	chr3	215305853	UpCNV	0.780933438
GRMZM2G370745	chr3	215409111	DownCNV/PAV	0.902203329
GRMZM2G148532	chr3	216310562	DownCNV/PAV	0.580313513
GRMZM2G412969	chr3	216938361	UpCNV	0.784392884
GRMZM2G090619	chr3	217231558	DownCNV/PAV	0.908800189
GRMZM2G125571	chr3	217490804	DownCNV/PAV	0.859625522
AC209738.3_FG005	chr3	217531422	DownCNV/PAV	0.623458435
GRMZM2G342711	chr3	217532852	DownCNV/PAV	0.673998719
GRMZM2G040905	chr3	217545069	DownCNV/PAV	0.598570604
GRMZM2G173163	chr3	218201732	DownCNV/PAV	
GRMZM2G702264	chr3	218602496	UpCNV	0.725059292
GRMZM2G371628	chr3	219120813	DownCNV/PAV	0.537318106
GRMZM2G404864	chr3	219722112	DownCNV/PAV	0.849480737
GRMZM2G702275	chr3	219813602	Both	
GRMZM2G019965	chr3	220067065	DownCNV/PAV	0.344994028
GRMZM2G097659	chr3	220185780	DownCNV/PAV	0.635829844
GRMZM2G097653	chr3	220190123	DownCNV/PAV	0.54939255
GRMZM2G397350	chr3	220190123	DownCNV/PAV	
GRMZM2G094908	chr3	221076236	DownCNV/PAV	
GRMZM2G055629	chr3	221149244	DownCNV/PAV	0.879903369
GRMZM2G336017	chr3	221731468	DownCNV/PAV	0.492183265
GRMZM2G035134	chr3	221732519	DownCNV/PAV	0.880666606
GRMZM2G120619	chr3	221776866	DownCNV/PAV	0.61499777
GRMZM2G318530	chr3	222393722	DownCNV/PAV	0.728592808
GRMZM2G394876	chr3	222723388	DownCNV/PAV	0.626433852
GRMZM2G078995	chr3	223303302	UpCNV	0.704899372
GRMZM2G481362	chr3	223393771	DownCNV/PAV	0.902958314
GRMZM2G040818	chr3	223682645	DownCNV/PAV	
GRMZM2G702310	chr3	224093622	DownCNV/PAV	
GRMZM2G071307	chr3	225241787	DownCNV/PAV	0.742482154
GRMZM2G070797	chr3	225397008	DownCNV/PAV	0.779264038
AC189060.4_FG007	chr3	225522599	DownCNV/PAV	0.811639516
GRMZM2G065970	chr3	225860596	DownCNV/PAV	0.911168725
GRMZM2G368498	chr3	225878797	DownCNV/PAV	
AC197555.3_FG008	chr3	225920339	DownCNV/PAV	0.767980467
GRMZM2G321129	chr3	226211861	UpCNV	
GRMZM2G001415	chr3	227514578	DownCNV/PAV	0.920536432
GRMZM2G348434	chr3	227944450	DownCNV/PAV	0.811984867
GRMZM2G014836	chr3	228065629	DownCNV/PAV	0.885851358
GRMZM2G078592	chr3	228213343	DownCNV/PAV	0.623915742
GRMZM2G079339	chr3	228661929	DownCNV/PAV	0.560680849
GRMZM2G138441	chr3	228770074	DownCNV/PAV	0.895981498
GRMZM2G353103	chr3	228873781	DownCNV/PAV	0.918678897
GRMZM2G167914	chr3	229391193	DownCNV/PAV	0.606161776
GRMZM2G313320	chr3	229907326	DownCNV/PAV	0.841721536
GRMZM2G164225	chr4	996499	DownCNV/PAV	0.827332842
GRMZM2G415161	chr4	1001541	DownCNV/PAV	
GRMZM2G308369	chr4	1060000	DownCNV/PAV	0.631709995
GRMZM2G311664	chr4	1573957	DownCNV/PAV	0.686448034
GRMZM2G067485	chr4	1813690	DownCNV/PAV	0.314307944
GRMZM2G081901	chr4	1824532	DownCNV/PAV	
GRMZM2G174562	chr4	1845249	DownCNV/PAV	0.638645531
GRMZM2G007666	chr4	1905495	DownCNV/PAV	
GRMZM2G007583	chr4	1914325	DownCNV/PAV	
GRMZM2G001169	chr4	2104510	DownCNV/PAV	0.862179424
GRMZM2G062160	chr4	2429153	DownCNV/PAV	0.786282227
GRMZM2G422877	chr4	2515216	DownCNV/PAV	0.6649976
GRMZM2G102607	chr4	2882398	DownCNV/PAV	
GRMZM2G179259	chr4	3046815	DownCNV/PAV	0.434214565
GRMZM2G370999	chr4	3141270	DownCNV/PAV	0.583801246
GRMZM2G348675	chr4	3722042	DownCNV/PAV	0.89951577
GRMZM2G107286	chr4	4122378	DownCNV/PAV	0.855775122
GRMZM2G030297	chr4	4394693	DownCNV/PAV	0.458022464
GRMZM2G039630	chr4	4467131	DownCNV/PAV	0.763057059
GRMZM2G039580	chr4	4468325	DownCNV/PAV	0.863462193
GRMZM2G039520	chr4	4477104	DownCNV/PAV	0.80951822
GRMZM2G089830	chr4	4665623	DownCNV/PAV	0.65968235
GRMZM2G165208	chr4	4759329	DownCNV/PAV	0.883502617
GRMZM2G165325	chr4	4792737	DownCNV/PAV	0.875400717
GRMZM2G468222	chr4	4814248	DownCNV/PAV	0.847872146
